post_id,fk_user_id,post_type,title,content,hashtags,location,manual_label,likes,spam_flag,rating,created_at
P6b87c1f7,Ub131287b,cultural_info,Amazing Experience,The food was delicious!,#culture,Quicama National Park,recommendation,289,1,1.21,2023-04-01
P42585fee,U908c2e74,recommendation,My Travel Story,Visited a wonderful place!,#beach,Museu Nacional de História Natural,recommendation,392,0,2.99,2023-01-11
P47ace5bf,Ued50c70f,cultural_info,Tips for Travelers,Visited a wonderful place!,#food,Morro do Moco,cultural_info,428,0,3.39,2023-05-16
P8d6bbe35,Uc87f45fd,recommendation,Tips for Travelers,The food was delicious!,#beach,Museu Nacional de História Natural,feedback,289,0,2.34,2024-02-28
P0f5e107e,U3e7f5465,feedback,Cultural Insights,Highly recommend this destination.,#beach,Museu Nacional de História Natural,cultural_info,357,1,4.08,2023-09-28
Pf078ea47,Uea0659d1,travel_tip,Cultural Insights,The food was delicious!,#adventure,Ilha do Mussulo,travel_tip,424,0,1.43,2023-02-07
P368db0c1,Ua50aec9f,travel_tip,My Travel Story,Highly recommend this destination.,#food,Kalandula Falls,cultural_info,330,0,1.3,2023-08-01
Pcf14a1f4,U7fc9f924,cultural_info,Amazing Experience,Highly recommend this destination.,#adventure,Morro do Moco,travel_tip,133,0,3.91,2023-04-29
P657dd1fe,U31404b7f,feedback,Tips for Travelers,Highly recommend this destination.,#culture,Quicama National Park,cultural_info,190,1,2.98,2023-02-04
P40b3c9cb,U0e269927,recommendation,Cultural Insights,Visited a wonderful place!,#beach,Kalandula Falls,travel_tip,171,0,3.75,2023-04-13
Pa5aefceb,Uec7fc203,cultural_info,Cultural Insights,Highly recommend this destination.,#culture,Quicama National Park,feedback,385,0,2.74,2024-03-25
P936e2b61,U44942e18,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#culture,Morro do Moco,cultural_info,370,0,1.99,2023-12-12
P5ec2471c,U29273901,travel_tip,Cultural Insights,Visited a wonderful place!,#beach,Quicama National Park,recommendation,215,1,4.28,2023-10-03
Pb3ef5b14,U7495b84c,travel_tip,Amazing Experience,Highly recommend this destination.,#nature,Morro do Moco,cultural_info,453,0,4.2,2024-08-04
Pa24cf3d8,U951d3210,feedback,My Travel Story,The food was delicious!,#travel,Praia Morena,cultural_info,405,0,3.78,2023-12-21
Pc5b996e7,Ub62759a9,travel_tip,My Travel Story,Had an unforgettable adventure.,#travel,Ilha do Mussulo,feedback,102,0,2.09,2023-11-05
P4cb74ca0,U07c54ab2,recommendation,My Travel Story,Highly recommend this destination.,#beach,Kalandula Falls,recommendation,370,0,3.36,2023-06-07
P99b4a642,U5f8b3c1f,cultural_info,Amazing Experience,Had an unforgettable adventure.,#beach,Museu Nacional de História Natural,recommendation,241,1,2.44,2023-08-06
P8266930c,U3d6f4149,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#food,Morro do Moco,recommendation,198,0,1.37,2023-11-22
Pa5822d41,U88ff589f,feedback,Tips for Travelers,The food was delicious!,#adventure,Ilha do Mussulo,travel_tip,305,1,4.67,2024-06-30
P3a6e241a,U9a34874d,cultural_info,Tips for Travelers,Visited a wonderful place!,#beach,Quicama National Park,feedback,393,0,1.55,2024-01-13
P31ac6c15,Ud3314ec8,cultural_info,Amazing Experience,Had an unforgettable adventure.,#travel,Ilha do Mussulo,feedback,70,1,4.8,2023-07-12
P37d8d11e,Uf09967f1,feedback,Cultural Insights,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,travel_tip,334,0,2.78,2024-03-11
Pd93d12f2,Uc830b962,cultural_info,Cultural Insights,Had an unforgettable adventure.,#food,Kalandula Falls,recommendation,133,1,1.74,2023-07-03
Pcaae6e47,Ucf77697d,travel_tip,Amazing Experience,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,recommendation,335,1,3.17,2023-01-13
P1aecefbc,U9480b3b3,cultural_info,My Travel Story,Had an unforgettable adventure.,#food,Kalandula Falls,recommendation,248,1,4.49,2024-03-08
P67c6d79f,Ud0c650ee,recommendation,Cultural Insights,Had an unforgettable adventure.,#adventure,Ilha do Mussulo,recommendation,309,1,3.93,2024-05-29
P9c8742d2,U8975997e,travel_tip,Cultural Insights,The food was delicious!,#travel,Morro do Moco,travel_tip,272,1,4.23,2023-03-23
Pa7a5c32d,U83cf8f04,recommendation,Cultural Insights,The food was delicious!,#beach,Quicama National Park,travel_tip,222,0,3.64,2024-04-20
P853ce31e,Uc8a1bcc3,recommendation,Amazing Experience,Had an unforgettable adventure.,#culture,Museu Nacional de História Natural,recommendation,455,0,3.77,2023-09-16
Paa8893ba,U3d9e87d6,cultural_info,Cultural Insights,Visited a wonderful place!,#nature,Museu Nacional de História Natural,feedback,150,0,4.4,2024-03-03
Pb3ac40a4,U96478c61,travel_tip,Cultural Insights,The food was delicious!,#food,Praia Morena,recommendation,182,0,2,2024-06-28
Pe1e8b118,Ucf78d2fc,travel_tip,My Travel Story,Highly recommend this destination.,#travel,Quicama National Park,recommendation,64,0,2.96,2024-05-20
Ped57279b,U975ae0c1,cultural_info,Cultural Insights,Had an unforgettable adventure.,#food,Quicama National Park,feedback,470,1,1.88,2023-02-11
P7deb27fa,U69af1b5e,cultural_info,Cultural Insights,Visited a wonderful place!,#beach,Quicama National Park,recommendation,195,0,4.95,2023-12-12
P0d216405,U1914ceb0,cultural_info,Tips for Travelers,Had an unforgettable adventure.,#travel,Morro do Moco,cultural_info,369,0,4.78,2024-03-19
Pcc88f26b,Uae4514f1,recommendation,My Travel Story,The food was delicious!,#adventure,Quicama National Park,feedback,355,0,1.16,2024-01-19
P24f2f791,U58a6d37a,travel_tip,My Travel Story,Had an unforgettable adventure.,#adventure,Ilha do Mussulo,feedback,141,0,3.82,2024-02-13
P26ccc3ff,U4afdd4f4,feedback,Cultural Insights,The food was delicious!,#travel,Kalandula Falls,feedback,9,1,4.7,2023-05-13
P7ec36868,Ub131287b,cultural_info,Tips for Travelers,The food was delicious!,#travel,Morro do Moco,feedback,9,0,1.72,2023-08-15
P96b75f97,Ua5d7649d,cultural_info,Tips for Travelers,Had an unforgettable adventure.,#food,Quicama National Park,cultural_info,277,1,3.27,2024-05-02
P05b6f816,U492c2842,recommendation,Cultural Insights,The food was delicious!,#adventure,Museu Nacional de História Natural,travel_tip,77,1,4.66,2024-05-25
Pf6c1992a,U7af0d8a5,feedback,Tips for Travelers,The food was delicious!,#culture,Praia Morena,recommendation,323,1,1.14,2024-07-28
P7ea9eea1,U6ce0972c,recommendation,My Travel Story,The food was delicious!,#adventure,Museu Nacional de História Natural,cultural_info,231,1,3.79,2023-01-31
P68b1249b,U8039592e,feedback,Cultural Insights,Had an unforgettable adventure.,#culture,Praia Morena,cultural_info,284,1,2.19,2023-08-29
P1527731a,U6b3d23f1,feedback,Tips for Travelers,Visited a wonderful place!,#travel,Kalandula Falls,feedback,108,0,4.7,2024-08-07
Pfc20b0ae,Uf6282b63,feedback,My Travel Story,Had an unforgettable adventure.,#nature,Kalandula Falls,cultural_info,384,0,4.88,2024-03-04
P4b00930b,Ua2adc776,cultural_info,Cultural Insights,The food was delicious!,#food,Praia Morena,cultural_info,257,1,4.78,2023-08-19
Pc6a3a42c,Ucbeb5ab7,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#adventure,Kalandula Falls,feedback,473,0,2.9,2024-02-14
Pba2aa90b,U11a99cc8,recommendation,Cultural Insights,Had an unforgettable adventure.,#food,Morro do Moco,recommendation,196,1,4.45,2024-03-04
P7bad60d9,Ue434cedc,feedback,Amazing Experience,Highly recommend this destination.,#beach,Quicama National Park,recommendation,306,1,4.38,2023-01-24
Pf186f603,Uc97f575a,feedback,My Travel Story,Had an unforgettable adventure.,#food,Praia Morena,cultural_info,11,1,2.28,2024-07-19
Pef83b889,Ue1297e61,feedback,My Travel Story,Had an unforgettable adventure.,#adventure,Ilha do Mussulo,feedback,89,1,4.32,2023-07-24
P11c46dec,U0e269927,feedback,Cultural Insights,Visited a wonderful place!,#travel,Morro do Moco,travel_tip,235,0,1.15,2024-03-30
Pfda97d4a,U82c15bec,feedback,Tips for Travelers,Visited a wonderful place!,#nature,Museu Nacional de História Natural,feedback,125,1,3.39,2023-03-13
P2d8de8b1,U31ee1a4b,recommendation,Tips for Travelers,Had an unforgettable adventure.,#culture,Praia Morena,travel_tip,490,0,1.92,2024-07-04
P4a94841b,Ue3a0986a,recommendation,Tips for Travelers,Had an unforgettable adventure.,#food,Praia Morena,cultural_info,415,1,1.48,2023-02-10
P4c959719,Uaf9fb74e,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#travel,Praia Morena,feedback,433,0,1.31,2024-08-16
P451bbd7c,Uc77a9ef2,recommendation,My Travel Story,The food was delicious!,#culture,Ilha do Mussulo,cultural_info,72,0,3.79,2024-05-09
Pb700c4a4,U7af0d8a5,cultural_info,Amazing Experience,The food was delicious!,#food,Ilha do Mussulo,recommendation,234,1,2.36,2023-09-08
P9039b64d,Ub8aa1067,cultural_info,Cultural Insights,The food was delicious!,#food,Kalandula Falls,cultural_info,403,1,3.9,2023-09-22
Pb572cfff,U77adce0e,cultural_info,Amazing Experience,Highly recommend this destination.,#beach,Quicama National Park,cultural_info,13,0,1.26,2024-01-15
P4a914a3b,U6363ae56,cultural_info,Cultural Insights,The food was delicious!,#food,Morro do Moco,cultural_info,243,1,2.26,2023-10-29
P5ad24ddc,U8039592e,feedback,My Travel Story,The food was delicious!,#culture,Museu Nacional de História Natural,feedback,14,0,3.16,2024-08-20
Paf77f328,Uf4c6edb1,feedback,Amazing Experience,The food was delicious!,#adventure,Ilha do Mussulo,travel_tip,244,0,4.16,2023-12-19
P3490eb1d,U2c6df721,feedback,Cultural Insights,The food was delicious!,#culture,Kalandula Falls,feedback,445,1,2.28,2023-06-29
P252021e4,U29273901,travel_tip,Amazing Experience,Visited a wonderful place!,#adventure,Morro do Moco,cultural_info,105,0,3.5,2023-06-03
Pc38960df,U26b77fe6,recommendation,My Travel Story,The food was delicious!,#culture,Kalandula Falls,recommendation,430,0,4.54,2023-07-27
P28032419,Uaf9fb74e,recommendation,Tips for Travelers,Visited a wonderful place!,#adventure,Quicama National Park,recommendation,138,0,3.46,2023-02-27
P186c6f2f,U04b792b3,feedback,My Travel Story,The food was delicious!,#food,Morro do Moco,feedback,116,1,1.93,2023-07-01
Pac14ee93,Ud346e487,cultural_info,Cultural Insights,Visited a wonderful place!,#food,Morro do Moco,recommendation,463,0,1.1,2024-06-19
Pa5fdcd88,Uf4c6edb1,recommendation,My Travel Story,Highly recommend this destination.,#beach,Quicama National Park,travel_tip,237,0,4.48,2024-07-03
P7f56f420,U6c9ace8a,recommendation,Cultural Insights,Visited a wonderful place!,#beach,Kalandula Falls,recommendation,226,0,1.09,2024-05-02
P86183988,U94327bf7,recommendation,My Travel Story,Had an unforgettable adventure.,#adventure,Quicama National Park,recommendation,297,1,4.5,2023-04-25
P51b17b21,Ueefacd6f,travel_tip,My Travel Story,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,travel_tip,307,0,3.12,2024-05-19
P7365f7aa,Udf1e00d4,feedback,Cultural Insights,Had an unforgettable adventure.,#nature,Museu Nacional de História Natural,cultural_info,135,0,4.76,2023-12-16
Pf9e09d8b,Ub131287b,cultural_info,Tips for Travelers,Visited a wonderful place!,#beach,Kalandula Falls,recommendation,163,1,4.2,2024-05-22
Pad228702,Ucf77697d,feedback,Amazing Experience,Had an unforgettable adventure.,#food,Museu Nacional de História Natural,recommendation,473,1,4.99,2023-12-17
Peabee9a7,U4e50473e,feedback,My Travel Story,Visited a wonderful place!,#beach,Morro do Moco,cultural_info,256,0,2.4,2023-11-24
P5857de52,Ue7f56099,travel_tip,Amazing Experience,The food was delicious!,#nature,Morro do Moco,feedback,165,0,4.07,2023-07-16
Pdb726a94,Ue7f56099,travel_tip,My Travel Story,Highly recommend this destination.,#nature,Ilha do Mussulo,feedback,166,1,2.61,2024-03-02
P67ba8438,Udec9de65,cultural_info,My Travel Story,The food was delicious!,#culture,Museu Nacional de História Natural,cultural_info,74,0,2.92,2023-12-08
P1b69ede6,U7f08c203,cultural_info,Cultural Insights,Had an unforgettable adventure.,#adventure,Kalandula Falls,travel_tip,390,1,3.51,2023-01-06
P5da6092e,U88ff589f,travel_tip,Amazing Experience,Had an unforgettable adventure.,#adventure,Ilha do Mussulo,feedback,499,1,4.49,2023-10-08
P6538e809,U6c7c248e,feedback,My Travel Story,The food was delicious!,#adventure,Museu Nacional de História Natural,recommendation,164,1,4.94,2024-01-27
P657c56b3,Uc97f575a,feedback,My Travel Story,Had an unforgettable adventure.,#adventure,Praia Morena,recommendation,124,0,4.07,2023-11-30
P23439e83,Udef1ca49,travel_tip,Tips for Travelers,Visited a wonderful place!,#food,Kalandula Falls,travel_tip,127,0,2.67,2024-08-23
Pb5e7254b,U6b3d23f1,recommendation,Amazing Experience,Visited a wonderful place!,#food,Museu Nacional de História Natural,cultural_info,275,0,2.69,2024-03-24
P8ee39a7a,Ub2d0fb10,cultural_info,Amazing Experience,Had an unforgettable adventure.,#beach,Ilha do Mussulo,recommendation,166,1,3.95,2023-06-05
P45390a98,U48289f69,feedback,Cultural Insights,Highly recommend this destination.,#nature,Praia Morena,travel_tip,125,0,1.96,2024-08-09
P1d31d879,Uca674ffb,cultural_info,Cultural Insights,Visited a wonderful place!,#beach,Praia Morena,cultural_info,490,0,1.44,2024-04-01
P2e0373ad,Uc0c94625,feedback,My Travel Story,The food was delicious!,#culture,Morro do Moco,travel_tip,185,0,2.42,2023-07-23
P1b8f4c00,Ua657cb50,cultural_info,Cultural Insights,Visited a wonderful place!,#beach,Praia Morena,travel_tip,218,1,2.15,2024-05-13
P9c5957de,U81df3e38,recommendation,Amazing Experience,The food was delicious!,#travel,Quicama National Park,travel_tip,16,0,2.19,2024-07-05
P2e0cd59d,Uae840d43,cultural_info,Cultural Insights,Visited a wonderful place!,#food,Praia Morena,recommendation,498,0,1.93,2024-06-28
Pb4c6f128,U91c9be70,recommendation,Tips for Travelers,Highly recommend this destination.,#travel,Ilha do Mussulo,travel_tip,418,0,1.17,2024-04-21
P03ce5690,Ue765f4f1,feedback,Cultural Insights,Visited a wonderful place!,#beach,Ilha do Mussulo,cultural_info,232,1,1.07,2023-01-22
Pc8192fa5,U8154d889,cultural_info,Amazing Experience,Had an unforgettable adventure.,#travel,Praia Morena,feedback,165,1,4.95,2023-06-04
Pe034f88b,U3dd66186,feedback,Cultural Insights,Had an unforgettable adventure.,#food,Ilha do Mussulo,feedback,394,0,2.71,2024-08-13
P59cb9840,Ue7f01df0,feedback,My Travel Story,Highly recommend this destination.,#adventure,Morro do Moco,recommendation,13,0,2.54,2023-05-11
P6f72a7e2,Ufe42197c,cultural_info,Amazing Experience,The food was delicious!,#adventure,Morro do Moco,feedback,103,0,3.72,2023-06-17
P9812b9d2,U3d9e87d6,cultural_info,My Travel Story,Highly recommend this destination.,#adventure,Praia Morena,feedback,449,1,1.87,2023-05-07
Paf864e0f,Uee4f16b7,travel_tip,Amazing Experience,Had an unforgettable adventure.,#food,Ilha do Mussulo,feedback,194,0,4.8,2024-04-02
Pa9b55c30,Ud41bb782,travel_tip,My Travel Story,Highly recommend this destination.,#culture,Quicama National Park,recommendation,47,0,4.15,2024-06-02
P0ca5470d,U3d6f4149,recommendation,My Travel Story,Highly recommend this destination.,#travel,Kalandula Falls,cultural_info,383,0,1.36,2024-03-01
P3603a2bd,U1ca0310a,feedback,Amazing Experience,The food was delicious!,#culture,Museu Nacional de História Natural,recommendation,483,1,2.67,2023-01-17
P37fa1497,U31ee1a4b,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,cultural_info,484,0,4.52,2023-03-08
P91620e11,U31340ff4,cultural_info,My Travel Story,Visited a wonderful place!,#food,Ilha do Mussulo,travel_tip,448,1,4.78,2023-01-17
P3ea2dcf0,U08527f5a,cultural_info,Cultural Insights,Visited a wonderful place!,#beach,Morro do Moco,feedback,289,0,2.87,2023-05-12
P19f418eb,U8a0096f7,feedback,My Travel Story,Had an unforgettable adventure.,#travel,Praia Morena,feedback,443,0,3.45,2024-01-16
P8246f5b6,U2ed5ad05,travel_tip,My Travel Story,Had an unforgettable adventure.,#beach,Morro do Moco,feedback,379,0,1.67,2024-01-09
Pc4c733ee,U09aa425e,recommendation,My Travel Story,Visited a wonderful place!,#culture,Morro do Moco,cultural_info,206,0,4.96,2023-09-29
Pc57dd683,U80b3a644,cultural_info,Amazing Experience,Visited a wonderful place!,#adventure,Praia Morena,travel_tip,17,0,1.93,2024-02-22
Pd5893444,U05b4f80a,travel_tip,My Travel Story,Highly recommend this destination.,#travel,Praia Morena,cultural_info,459,0,4.77,2023-04-05
P9b35916b,U4c2bac39,recommendation,Amazing Experience,Had an unforgettable adventure.,#culture,Kalandula Falls,travel_tip,68,0,3.6,2023-11-15
Pc2a1b859,U047cbfe0,travel_tip,Cultural Insights,Highly recommend this destination.,#adventure,Ilha do Mussulo,cultural_info,489,0,3.43,2024-05-04
P123c33b7,U25361ee8,feedback,My Travel Story,Highly recommend this destination.,#nature,Morro do Moco,feedback,115,0,3.05,2023-04-08
Pf8f90059,Uf7440b99,travel_tip,Cultural Insights,Visited a wonderful place!,#beach,Morro do Moco,cultural_info,94,0,1.92,2023-12-03
P191ba756,U3573d758,travel_tip,Cultural Insights,Highly recommend this destination.,#adventure,Kalandula Falls,cultural_info,338,0,1.71,2024-08-16
P2de6f734,U21d1acc4,recommendation,Tips for Travelers,Visited a wonderful place!,#beach,Morro do Moco,recommendation,73,0,1.88,2023-09-01
P0673af90,U9480b3b3,travel_tip,Cultural Insights,Visited a wonderful place!,#nature,Kalandula Falls,travel_tip,439,0,1.75,2023-07-12
Pc5f7ea53,U98ad3326,travel_tip,Tips for Travelers,Highly recommend this destination.,#culture,Quicama National Park,cultural_info,279,1,4.12,2023-05-01
Pfcda2e5b,Uc0569050,cultural_info,Cultural Insights,The food was delicious!,#beach,Museu Nacional de História Natural,cultural_info,413,1,2.4,2024-07-16
Pd381f01c,U315c53d1,recommendation,Cultural Insights,The food was delicious!,#travel,Museu Nacional de História Natural,travel_tip,328,0,1.23,2024-07-10
Pf276ba0d,Uce7efba8,recommendation,My Travel Story,Had an unforgettable adventure.,#travel,Praia Morena,cultural_info,64,0,4.88,2023-11-11
Paa0e2bdc,Ue765f4f1,travel_tip,Amazing Experience,Highly recommend this destination.,#culture,Quicama National Park,feedback,72,0,4.54,2023-01-18
Pda9c0e1b,U94327bf7,cultural_info,My Travel Story,Visited a wonderful place!,#nature,Museu Nacional de História Natural,feedback,355,0,4.71,2024-01-19
P3ad506f2,U91c9be70,recommendation,My Travel Story,Highly recommend this destination.,#food,Morro do Moco,travel_tip,439,0,4.98,2023-10-13
P0dcd41f4,U4c09cf9a,travel_tip,Cultural Insights,Had an unforgettable adventure.,#nature,Kalandula Falls,travel_tip,239,0,1.7,2023-05-20
P00123d97,U9a644292,cultural_info,Amazing Experience,Visited a wonderful place!,#adventure,Ilha do Mussulo,cultural_info,106,0,2.58,2023-03-02
Pb04d241f,Ucb846cfe,travel_tip,My Travel Story,Highly recommend this destination.,#culture,Morro do Moco,feedback,200,0,4.03,2024-03-05
P1d752280,U7a344254,feedback,My Travel Story,The food was delicious!,#travel,Morro do Moco,cultural_info,71,1,3.78,2023-05-07
P47a5944c,U24bd1a03,feedback,My Travel Story,Had an unforgettable adventure.,#beach,Ilha do Mussulo,cultural_info,389,0,1.62,2023-01-12
Pd69ceeb4,U4e50473e,recommendation,Cultural Insights,Visited a wonderful place!,#food,Quicama National Park,travel_tip,118,1,4.26,2023-11-02
P3e820da8,U3b967ad6,recommendation,Tips for Travelers,Highly recommend this destination.,#travel,Ilha do Mussulo,cultural_info,448,0,1.9,2023-02-11
P736db71e,Uefbd5c07,cultural_info,Amazing Experience,Had an unforgettable adventure.,#culture,Quicama National Park,feedback,448,1,1.9,2023-10-26
P76b6a07c,U3e7f5465,recommendation,Amazing Experience,The food was delicious!,#beach,Ilha do Mussulo,travel_tip,428,1,3.15,2024-03-07
P9282861b,U8eb2f835,recommendation,Cultural Insights,The food was delicious!,#adventure,Ilha do Mussulo,cultural_info,214,0,3.37,2024-01-01
Pb8ed046e,U769b8603,recommendation,Amazing Experience,Had an unforgettable adventure.,#beach,Quicama National Park,travel_tip,113,1,3.32,2023-09-30
Pbeebb698,Uee0bad43,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#travel,Quicama National Park,recommendation,302,0,1.37,2024-08-12
P63e899b5,Ucf68b506,recommendation,My Travel Story,The food was delicious!,#nature,Ilha do Mussulo,travel_tip,417,1,4.51,2023-02-10
Pa5aeb743,Uc0104d36,travel_tip,Tips for Travelers,Visited a wonderful place!,#culture,Ilha do Mussulo,travel_tip,342,0,2.06,2023-08-10
P366f5936,U77adce0e,feedback,Amazing Experience,The food was delicious!,#travel,Museu Nacional de História Natural,travel_tip,410,0,1.52,2024-04-12
P8849b80e,Uba0f8112,cultural_info,Cultural Insights,The food was delicious!,#adventure,Morro do Moco,cultural_info,228,0,4.55,2023-11-29
Pf8f2f4b7,Ub62759a9,cultural_info,My Travel Story,Highly recommend this destination.,#nature,Quicama National Park,cultural_info,379,1,4.82,2023-12-23
P1e2d81ec,Udec9de65,feedback,Tips for Travelers,Visited a wonderful place!,#adventure,Museu Nacional de História Natural,feedback,162,0,4.45,2023-04-14
Pceb55cc4,Ubf6e44c0,recommendation,Tips for Travelers,The food was delicious!,#nature,Kalandula Falls,feedback,387,1,4.24,2023-07-27
P8f2cc20b,U6ba9f031,travel_tip,Cultural Insights,The food was delicious!,#culture,Museu Nacional de História Natural,feedback,491,0,3.62,2023-11-27
P3d9fee15,U96478c61,recommendation,My Travel Story,The food was delicious!,#nature,Ilha do Mussulo,cultural_info,387,0,3.2,2024-02-12
P6aff5f00,U2ed5ad05,recommendation,My Travel Story,Visited a wonderful place!,#travel,Ilha do Mussulo,travel_tip,436,0,1.35,2023-05-30
Pde5dfd93,U02360f09,cultural_info,Cultural Insights,Had an unforgettable adventure.,#beach,Kalandula Falls,recommendation,432,0,2.63,2024-08-06
P584e7b12,U0b9cd87e,recommendation,Cultural Insights,Highly recommend this destination.,#culture,Praia Morena,feedback,280,0,2.49,2023-10-08
Pf888d11f,U3a8e88e8,travel_tip,My Travel Story,Highly recommend this destination.,#beach,Morro do Moco,travel_tip,331,0,2.04,2023-05-29
P07f0fa8c,U57dfd234,cultural_info,My Travel Story,Visited a wonderful place!,#nature,Kalandula Falls,travel_tip,212,0,3.89,2024-02-27
P3326750a,Uec7fc203,travel_tip,Tips for Travelers,The food was delicious!,#food,Museu Nacional de História Natural,cultural_info,220,0,2.98,2024-01-09
Pe04e5264,U1092c3e9,feedback,Cultural Insights,The food was delicious!,#travel,Ilha do Mussulo,feedback,164,0,1.32,2024-07-05
P7d509bf4,Ufc2e06ec,feedback,Amazing Experience,Had an unforgettable adventure.,#nature,Museu Nacional de História Natural,recommendation,413,0,1.88,2023-12-23
P8bac2904,Uf7440b99,feedback,Tips for Travelers,The food was delicious!,#nature,Praia Morena,travel_tip,316,1,3.73,2024-05-24
P9bddd598,U4ec4962a,travel_tip,Amazing Experience,Highly recommend this destination.,#travel,Quicama National Park,travel_tip,286,0,1.3,2023-12-22
P4daab3f6,U1ac61df0,feedback,Amazing Experience,The food was delicious!,#travel,Ilha do Mussulo,cultural_info,291,0,4.4,2023-01-29
P7dab814c,U43f23a42,travel_tip,Tips for Travelers,Highly recommend this destination.,#culture,Morro do Moco,travel_tip,158,0,2.98,2023-12-05
P5859f847,Ue10cee3f,travel_tip,My Travel Story,The food was delicious!,#travel,Quicama National Park,recommendation,364,0,2.92,2023-05-03
P0dcfb1e3,U479637c8,recommendation,Amazing Experience,Had an unforgettable adventure.,#food,Morro do Moco,feedback,127,0,3.37,2023-07-05
P8105eb2b,U1a1c2d92,travel_tip,Amazing Experience,The food was delicious!,#travel,Praia Morena,travel_tip,293,1,4.3,2024-02-22
Pfbcdfc2b,Uefbd5c07,travel_tip,My Travel Story,The food was delicious!,#beach,Praia Morena,cultural_info,181,0,2.39,2024-03-16
P49c0c70a,U09aa425e,cultural_info,Tips for Travelers,Visited a wonderful place!,#beach,Museu Nacional de História Natural,travel_tip,102,0,3.71,2023-12-26
Pd006170b,U7723c76a,recommendation,Cultural Insights,Had an unforgettable adventure.,#travel,Quicama National Park,cultural_info,10,0,3.26,2024-07-24
P1646f6b2,U307b9290,cultural_info,Amazing Experience,Highly recommend this destination.,#travel,Quicama National Park,recommendation,2,0,2.07,2024-01-29
Pc0dfe7ee,Ub9b6b72f,recommendation,Cultural Insights,Visited a wonderful place!,#beach,Morro do Moco,travel_tip,93,0,4.51,2023-12-20
P8c76ea21,U69d8d1c4,feedback,Cultural Insights,Highly recommend this destination.,#culture,Ilha do Mussulo,feedback,259,0,4.19,2024-03-31
P532a3c44,U1a1c2d92,recommendation,Amazing Experience,The food was delicious!,#adventure,Praia Morena,cultural_info,349,0,3.63,2024-06-14
P2b212b35,U64a5bb1c,recommendation,Tips for Travelers,Highly recommend this destination.,#nature,Morro do Moco,cultural_info,480,1,4.4,2024-07-15
P300d3c76,Uacefc17f,travel_tip,Tips for Travelers,Visited a wonderful place!,#food,Quicama National Park,recommendation,173,0,4.47,2024-01-10
Pb862b692,U12b5e19b,feedback,Tips for Travelers,Highly recommend this destination.,#culture,Praia Morena,cultural_info,30,1,3.83,2023-04-12
Pa653e7d8,Uba0f8112,recommendation,Cultural Insights,Had an unforgettable adventure.,#nature,Ilha do Mussulo,feedback,144,0,4.35,2023-05-19
P3d40ccc0,Uc767163b,feedback,Cultural Insights,Had an unforgettable adventure.,#culture,Kalandula Falls,travel_tip,42,1,3.79,2023-01-25
P0fb01ccc,Uae840d43,recommendation,Cultural Insights,Had an unforgettable adventure.,#nature,Kalandula Falls,cultural_info,254,0,3.72,2023-02-26
P90ed0f05,U67597c56,recommendation,My Travel Story,Visited a wonderful place!,#adventure,Quicama National Park,feedback,328,0,3.47,2023-02-19
Pce0132d6,U8ff6d93c,recommendation,Amazing Experience,The food was delicious!,#culture,Morro do Moco,cultural_info,493,0,4.01,2024-03-20
P0d89a296,Ucf78d2fc,feedback,Cultural Insights,Visited a wonderful place!,#beach,Praia Morena,travel_tip,486,0,1.63,2023-08-15
P7e14060c,Ufc496ce7,cultural_info,Amazing Experience,Highly recommend this destination.,#culture,Morro do Moco,recommendation,23,1,4.52,2023-07-30
Pbdb75d7b,U1092c3e9,recommendation,Cultural Insights,Visited a wonderful place!,#beach,Ilha do Mussulo,cultural_info,90,1,4.49,2023-08-22
P6b587e62,U8975997e,travel_tip,Amazing Experience,Highly recommend this destination.,#beach,Quicama National Park,feedback,318,0,1.12,2024-03-08
P10c92425,Uefceb2da,cultural_info,My Travel Story,The food was delicious!,#culture,Ilha do Mussulo,recommendation,212,1,4.3,2024-01-22
P3d7b9367,U26b77fe6,feedback,Tips for Travelers,The food was delicious!,#nature,Praia Morena,travel_tip,21,1,1.52,2023-05-12
P5031fe32,Uc8f5227f,feedback,Amazing Experience,Visited a wonderful place!,#travel,Morro do Moco,travel_tip,34,0,2.34,2024-07-03
Pd716ed02,U55b60ea5,feedback,Cultural Insights,Had an unforgettable adventure.,#adventure,Quicama National Park,cultural_info,145,0,3.97,2023-04-22
P1deaa020,U597f142e,recommendation,Tips for Travelers,Highly recommend this destination.,#travel,Quicama National Park,travel_tip,102,0,1.64,2024-06-14
Pe7f2e3b3,U90cd7c9b,travel_tip,Tips for Travelers,Visited a wonderful place!,#travel,Morro do Moco,recommendation,426,1,4.27,2023-07-08
Paf8fc97e,U769b8603,recommendation,My Travel Story,Had an unforgettable adventure.,#nature,Museu Nacional de História Natural,travel_tip,378,0,4.33,2024-03-28
